90,1,0,1,0,1,1,0,1,5
15,81,0,0,1,0,0,0,0,3
86,0,11,0,0,0,0,0,0,3
0,0,0,0,0,0,0,32,66,2
84,13,0,0,1,0,0,0,0,2
0,80,18,0,0,0,0,0,0,2
0,0,25,0,0,0,0,0,74,1
0,90,0,0,1,0,0,0,8,1
0,0,0,0,0,7,86,0,6,1
0,0,0,4,0,0,80,15,0,1
47,0,0,0,0,0,41,11,0,1
0,0,0,0,0,0,99,0,0,1
0,0,0,0,0,0,99,0,0,1
24,0,0,0,0,0,75,0,0,1
76,22,0,0,0,0,1,0,0,1
0,49,0,0,0,50,0,0,0,1
0,0,89,0,0,10,0,0,0,1
0,0,0,99,0,0,0,0,0,1
0,0,0,99,0,0,0,0,0,1
0,67,0,32,0,0,0,0,0,1
75,0,0,24,0,0,0,0,0,1
60,30,0,9,0,0,0,0,0,1
0,99,0,0,0,0,0,0,0,1
99,0,0,0,0,0,0,0,0,1
99,0,0,0,0,0,0,0,0,1
99,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,99,0
1,0,0,0,0,0,0,0,99,0
0,40,0,0,0,0,1,0,59,0
0,1,0,0,0,0,50,0,49,0
0,45,5,4,0,0,0,0,46,0
0,55,0,0,0,1,0,0,44,0
0,69,0,1,0,0,0,0,30,0
0,1,15,57,0,0,0,0,27,0
74,0,0,0,0,0,0,1,25,0
1,80,0,0,0,0,0,5,14,0
0,0,0,46,0,0,42,1,11,0
0,35,0,0,0,0,0,60,5,0
50,20,0,0,0,0,25,0,5,0
1,94,0,0,0,0,0,0,5,0
0,26,0,0,0,0,70,0,4,0
0,95,2,0,0,0,0,1,2,0
0,0,0,0,0,0,50,49,1,0
0,0,0,0,0,0,99,0,1,0
0,26,0,71,0,0,2,0,1,0
0,0,20,45,0,34,0,0,1,0
0,99,0,0,0,0,0,0,1,0
0,99,0,0,0,0,0,0,1,0
1,98,0,0,0,0,0,0,1,0
1,98,0,0,0,0,0,0,1,0
1,98,0,0,0,0,0,0,1,0
59,40,0,0,0,0,0,0,1,0
99,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,99,0,0
0,0,0,0,0,1,0,99,0,0
0,0,1,0,0,0,0,99,0,0
0,1,0,0,0,0,0,99,0,0
0,0,0,20,0,0,0,80,0,0
0,0,49,1,0,0,0,50,0,0
0,0,50,0,1,0,0,49,0,0
0,0,0,0,0,30,30,40,0,0
0,60,0,1,0,0,0,39,0,0
0,0,0,1,0,0,66,33,0,0
1,0,0,0,0,0,66,33,0,0
39,1,0,0,30,0,0,30,0,0
60,10,0,0,0,0,0,30,0,0
0,0,0,0,0,0,80,20,0,0
92,0,0,0,0,0,1,7,0,0
0,0,0,0,0,25,74,1,0,0
0,49,49,0,0,0,1,1,0,0
96,0,0,0,0,3,0,1,0,0
0,0,99,0,0,0,0,1,0,0
65,0,34,0,0,0,0,1,0,0
78,21,0,0,0,0,0,1,0,0
98,1,0,0,0,0,0,1,0,0
0,0,0,0,0,1,99,0,0,0
0,0,0,0,0,1,99,0,0,0
0,0,0,0,0,1,99,0,0,0
0,0,0,1,0,0,99,0,0,0
0,0,0,1,0,0,99,0,0,0
1,0,0,0,0,0,99,0,0,0
1,0,0,0,0,0,99,0,0,0
0,1,1,0,0,0,98,0,0,0
0,0,2,0,23,0,75,0,0,0
1,0,0,34,0,0,65,0,0,0
45,0,0,0,0,1,54,0,0,0
0,50,0,1,0,0,49,0,0,0
0,50,1,0,0,0,49,0,0,0
1,61,0,0,0,0,38,0,0,0
0,0,10,63,0,1,26,0,0,0
81,0,1,0,0,1,17,0,0,0
83,0,0,0,0,1,16,0,0,0
89,0,1,0,0,0,10,0,0,0
75,0,0,20,0,0,5,0,0,0
0,0,31,0,0,68,1,0,0,0
0,59,0,0,0,40,1,0,0,0
0,66,0,0,0,33,1,0,0,0
0,66,0,0,0,33,1,0,0,0
0,60,9,0,0,30,1,0,0,0
70,0,0,0,0,29,1,0,0,0
80,0,0,0,0,19,1,0,0,0
98,0,0,0,0,1,1,0,0,0
98,0,0,0,0,1,1,0,0,0
79,0,20,0,0,0,1,0,0,0
91,8,0,0,0,0,1,0,0,0
99,0,0,0,0,0,1,0,0,0
1,0,0,0,0,99,0,0,0,0
0,0,0,1,31,68,0,0,0,0
1,60,0,0,0,39,0,0,0,0
1,60,0,0,0,39,0,0,0,0
39,0,0,60,0,1,0,0,0,0
86,0,0,13,0,1,0,0,0,0
98,0,1,0,0,1,0,0,0,0
0,99,0,0,0,1,0,0,0,0
0,99,0,0,0,1,0,0,0,0
49,50,0,0,0,1,0,0,0,0
97,2,0,0,0,1,0,0,0,0
0,71,0,3,26,0,0,0,0,0
0,0,90,0,10,0,0,0,0,0
99,0,0,0,1,0,0,0,0,0
0,0,1,99,0,0,0,0,0,0
0,1,0,99,0,0,0,0,0,0
1,0,0,99,0,0,0,0,0,0
1,0,0,99,0,0,0,0,0,0
0,1,34,65,0,0,0,0,0,0
66,0,1,33,0,0,0,0,0,0
72,1,10,17,0,0,0,0,0,0
4,80,1,15,0,0,0,0,0,0
90,1,0,9,0,0,0,0,0,0
0,99,0,1,0,0,0,0,0,0
90,9,0,1,0,0,0,0,0,0
99,0,0,1,0,0,0,0,0,0
1,0,99,0,0,0,0,0,0,0
42,57,1,0,0,0,0,0,0,0
42,57,1,0,0,0,0,0,0,0
91,8,1,0,0,0,0,0,0,0
1,99,0,0,0,0,0,0,0,0
1,99,0,0,0,0,0,0,0,0
1,99,0,0,0,0,0,0,0,0
10,90,0,0,0,0,0,0,0,0
99,1,0,0,0,0,0,0,0,0
99,1,0,0,0,0,0,0,0,0
99,1,0,0,0,0,0,0,0,0
99,1,0,0,0,0,0,0,0,0
99,1,0,0,0,0,0,0,0,0
99,1,0,0,0,0,0,0,0,0
99,1,0,0,0,0,0,0,0,0
